HILDEGARD,F
ERNA,F
ALOIS KONRAD,M
VIKTOR KARL,M
REINHOLD ANTONIO,M
JOSEF HERMANN,M
JOSEF JAKOB,M
URBAN LUIS,M
SIEGLINDE,F
PETER ANTON,M
NORBERTUS,M
SILVESTER,M
LUKAS,M
WILHELM MATHIAS,M
ALBERICH,M
GOTHARD,M
STEFAN FRANZ,M
JUDITH,F
ANDREAS ROLAND,M
LUDWIG,M
FRIEDA,F
ALOISIA,F
FERDINAND,M
URSULA,F
ADELBERT,M
KONRAD,M
ILSE,F
EWALD NORBERT LEOPOL,M
LEO FELIX FRANZ,M
TOBIAS,M
DIETER PHILIP,M
LEANDER DAVID,M
RAIMONDO NICOLO,M
ALFRED JOSEF,M
RAFFAEL VINZENZ,M
GIUSEPPE CRISTIANO,M
PETER FERDINAND,M
PAUL OTTO,M
SEBASTIAN,M
SIGMUND,M
INGEBORG,F
EVELYN,F
NIKOLAUS,M
ANNASTASIA,F
ERHART,M
SYLVIA,F
LORENZ,M
FRANZISKA,F
ALOIS FLORIAN,M
JOHANN-GEORG,M
DOMINIQUE,F
RUDOLF MARIA,M
WUNIBALD JOSEF,M
LOTHAR,M
JOHANN CHRISTIAN,M
UDO MICHAEL,M
OTHMAR JOSEF,M
STEFAN ALOIS,M
WOLFGANG WERNER,M
EDUARD JOSEF,M
AGNES CECILIA,F
SIEGHART JOSEF,M
KLAUS MICHAEL,M
PAUL JOHANN,M
ALOIS KARL,M
CHRISTINA WALBURGA,F
RICHART,M
LEOPOLD,M
GABRIELA,F
JOHANNA FRANZISKA,F
SILKE,F
LUISE,F
ALEXA,F
GERTRAUD,F
ALBIN ERNST,M
JOSEF FRANZ,M
IRMGARD,F
GIORGIO MARCO,M
ZENONE,M
JOSEF DOMINIKUS,M
EDUARD JOHANN,M
JOHANN LORENZ,M
PRISKA ELISABETH,F
ARNOLD FRANZ,M
JOSEF MATHIAS,M
KLAUDIA,F
KARL ANTON,M
FRANZ ANDREAS,M
NORBERT ALOIS,M
ERHARD ALOIS,M
HEIDRUN,F
DOLORICO,M
JOSEF PAUL,M
IRENE MARIA,F
HERMANN ANTON,M
ERICH OTTO,M
VIGIL KARL,M
RUDOLF CHRISTIAN,M
ROSWITHA,F
GISELA,F
ROBERTO MARTINO,M
CHRISTINA,F
EUGEN,M
STEFANIE,F
FRANZ THOMAS,M
ALOIS BARTHOLOMAUS,M
ALBERT ALBUIN,M
CHRISTIAN ALBERT,M
GEORG MATTHIAS,M
KARL GEORG,M
CHRISTOPH MARTIN,M
JOACHIM JOSEF,M
KAROLINA,F
MARGARETA,F
JOSEF GUNTHER,M
ALOIS PETER,M
JOSEF ALOIS,M
MARIA THERESIA,F
MARGARETHE,F
SVEN,M
MARIA WALTRAUD,F
RICHARD ALOIS,M
GEBHARD,M
DIETRICH FRANZ,M
ADRIAN,M
BEATRIX,F
HUBERT JOSEF,M
KARL JOSEF,M
LUISNORBERT,M
HEIDI,F
ANDREAS JOSEF,M
GEORG ALOIS,M
THOMAS DIETER,M
JAKOB ROMEDIUS,M
FRITZ,M
HANS KARL,M
MONIKA MARIA,F
KURT JOSEF,M
DUNJA ANNA TERESA,F
JOHANN BAPTIST,M
ANGELIKA,F
SIGFRIED,M
WALTER MARIA,M
HEIKO,M
CHRISTIAN PETER,M
ALEXANDRA,F
HARTWIG,M
RUTH MARIA,F
GIUSEPPE ENZO,M
SIGMAR HERMANN,M
PETER ROMAN,M
SIMON,M
INGE,F
FRANZJOSEF,M
THOMAS ANTON,M
HERMANN FRANZ EDUARD,M
ALOIS ALBERT,M
ANJA,F
JOSEF MATTHIAS,M
FLORIAN ERNST,M
KARL MARKUS,M
LYDIA,F
ROSINA,F
IGNAZ,M
ALEXANDER JOSEF,M
ANDREAS JOHANN,M
HERMANN BERNHARD,M
SOPHIE,F
ROSELINDE,F
HORST NOE,M
STEPHAN HEINRICH,M
FLORINA,F
MATHIAS,M
SIMONE,F
RUPERT JOSEF,M
HARRIET,M
GEORG JAKOB,M
EDMUND JOSEF,M
GEORG KASSIAN JOHANN,M
OTTILIA,F
SUSANNE,F
GABRIELA MARIA,F
KARL RUDOLF,M
GUNTHER SEBASTIAN,M
HELMUT GEBHARD,M
BENJAMIN,M
NORBERT PAUL,M
GREGOR CHRISTIAN,M
BENEDIKT,M
VIKTORIA,F
ESTHER,F
FRIEDRICH PETER,M
HEINRICH NORBERT,M
ALOIS SEBASTIAN,M
FABIAN,M
PETER JOHANN,M
IWAN,M
ADELHEID,F
CLAUS,M
HANS JOSEF,M
MARIA GERDA,F
MARGIT,F
FRIEDRICH KARL,M
BRUNHILDE,F
HEINZ,M
DANILO OSCAR,M
VINICIO ITALO,M
ROMANO ROBERTO,M
ALGHISIO,M
AMADIO,M
ANGELO AMEDEO,M
GIOV BATTISTA,M
PIER ALBERTO,M
CASIMIRO,M
MICHELA ANNA,F
ALFONSA,F
GRAZIANO GIANMARIA,M
LOREDANA AGNESE,F
ISIDORO BORTOLO,M
DANTE PAOLO,M
CORRADO MARIO,M
GIAN EUSEBIO,M
PIETRO SERGIO,M
GUERINO ANGELO,M
BORTOLO BRUNO,M
CARLA LUISA,F
BARBARA,M
MASSIMO OMAR,M
PIETRO DAMIANO,M
ANTONIO GIOVANNI,M
ADOLFO DANTE,M
MAURIZIO STEFANO,M
GIUSEPPE RINALDO,M
ADAMO MARIO,M
ALBERTO,F
DAVIS,M
EDOARDO ANDREA,M
ALIDA,F
FLORALBA,F
GIANVINCENZO,M
ROBERTO MARCO,M
DUILIO GIUSEPPE,M
FRANCESCO ROSARIO A,M
PIERFRANCA,F
LUCILIO,M
FLAVIO LUIGI,M
ALBERTO TULLIO,M
ANGELO VITTORINO,M
LUCIA ANNA,F
PIERALBERTO,M
JESSICA MARIA,F
CORRADO EMILIO,M
RITA ANGELA,F
GIUSEPPE,F
MARCO MICHELE,M
DANIELE EMANUELE,M
ADELMO,F
KRISTIAN,M
WAIFRO,M
PIERGIANNI,M
ANGELO BRUNO,M
SERGIO LUIGI,M
LUCA FILASTRO,M
GIAMBORTOLO,M
GIANSTEFANO,M
DOMENICO GIOVANNI,M
LEONE GIOVANNI,M
GEROLAMO,F
AURELIA PAOLA,F
CKRISTIAN,M
GIANCARLA,F
FRANCESCO GIOVANNI,M
NORMAN,M
CATARINELLA,F
NICO,M
GILBERTO GIGLIO,M
MARCO FEDERICO,M
FRANCO ROBERTO,M
PIERGIOVANNI,M
DILETTA LIBERA,F
GIANPIERO OMAR,M
ANNUNCIATA,F
ILENIA,F
MARIO EMANUELE,M
ANDREINA,F
GIAN ANDREA,M
PIER DANILO,M
RICCIO,M
LELIA,F
LUCA MARCO,M
ALERICO,M
IDELFONSO,M
DARIO GIOVANNI,M
GUIDO GIACOMO,M
MAFFEO,M
MARIO FABRIZIO,M
MARIA STEFANIA,F
CRESCENZA,F
VLADIMIR,M
DOMENICA DARIA,F
EMILIO RINO,M
VALERIO VINCENZO,M
BERARDO,M
MASSIMO MAURO,M
EGIDIO GIACOMO,M
GIUSEPPINA ANGELA,F
FIORINO,M
SERGIO ROCCO,M
ANCILLA,F
GUGLIELMA,F
GERMILIANO,M
ANTONIO VILIAM,M
GIAN ARONNE,M
ANNA GIULIA,F
EGERIA,F
ISAIA,M
MORRIS,M
ROMINA LETIZIA,F
AUGUSTA,F
MATTEO ERWIN,M
LUIGI GIANCARLO,M
DUILIO PIETRO,M
PIETRO ANTONIO,M
VITO DARIO,M
PIERO FRANCESCO,M
GIAN FAUSTO,M
FIORENZA CRISTINA,F
GIAN ATTILIO,M
LUISA MARIA,F
FRANCESCHINO,M
ITALIA FRANCA,F
ISIDE,F
ELIDE LUCIA,F
MIRVANO,M
MORANDO,M
IVAN SEVERINO,M
CARLINA,F
DIANA MICHELA,F
SILVANO GIOVANNI,M
MARIA BRUNA STELLA,F
NICLA,F
DARIO GIORGIO,M
GIANFAUSTO,M
MARCO GABRIELE,M
BORTOLO LUIGI,M
FRANCA CLARA,F
COSETTA,F
AGNESE DIALMA,F
SANDRO DOMENICO,M
VENERIO,M
ANGELO TEODORO,M
MARCELLINO,M
AUSILIA,F
GIANANTONIO UMBERTO,M
MARIO GIORDANO,M
FELICE IPPOLITO,M
GIROLAMO MARIO,M
GUIDO ANDREA,M
ERMENEGILDA,F
GIOVAN MARINO,M
TERSILLA,F
VANINO,M
FIORANGELA,F
PIER CAMILLO,M
PAOLETTA,F
CARMELITA,F
CATYA,F
ROBERTO BETTINO,M
GIOVANNI RICCARDO,M
LORENZO ANTONIO,M
KATUSCIA,F
DAMIANO CELESTINO,M
GIUSEPPE RICARDO,M
ROBERTO BORTOLO,M
GIUSEPPE RICCARDO,M
TOMASO PIETRO,M
CARLO ANDREA,M
ARIELA,F
GIAN BORTOLO,M
UGO WALTER BORTOLO,M
GUGLIELMINO,M
PAOLA,M
SELINA,F
FRANCESCA ANGELA,F
ZEFFERINO,M
FABRIZIO PAOLO,M
GIOVAN MARIA,M
AMILCARE,M
DENIS ALESSANDRO,M
MARIA TERESA SANTA,F
RINALDO GIUSEPPE,M
MANUEL NICOLA,M
GIANNI MAURO,M
SERGIO GIOVANNI,M
FIORDEO ADOS,M
FABIO ANTONIO,M
CESARE ENRICO,M
RENATO PIETRO,M
MARIO SANTINO,M
EMANUELE ANGELO,M
REGIS,M
EMANUELE EUGENIO,M
MELANIA,F
PIERO MATTEO,M
FABIO OTTAVIO,M
RAFFAELLA ERMELINDA,F
GIORGIO ROBERTO,M
PIERGIULIO,M
SERGIO VIRGINIO,M
FABRIZIO ANTONIO,M
GLORIA MARIA,F
MARIA VIRGINIA,F
PIERANGELO,F
RITA CLARA,F
ANGELO INNOCENTE,M
NOVELIO,M
EVARISTO,M
MARINO FRANCESCO,M
ELENA MARIA,F
ANDREA FLORIANO,M
MARIUCCIA,F
GIAN VITTORIO,M
MARIA ELISA,F
ANDREA ALDO,M
MARIA MILENA,F
ELIGIO ERNESTO,M
RICCARDO PAOLO VITTO,M
NICOLA ALBERTO,M
NIRVANA,F
ROSARIO JAMES,M
ANNARITA,F
BORTOLINO,M
ANDREA RENATO,M
EZIO BARTOLOMEO,M
GIAN CRISTOFORO,M
STEFANO BATTISTA,M
PIETRO BORTOLO,M
AGOSTINA ANGELA,F
MARIA ORSOLA,F
EDY,F
PIETRO MARIO,M
GIORGO,M
ANGELO GIULIANO,M
NINFA,F
PALMIRO GIULIO,M
MAURO FLAVIO,M
MANLIO EUGENIO,M
ROBERTO VITTORIO,M
GEDEONE,M
MARIO ALESSANDRO,M
GIANBORTOLO,M
CARMINE LEOPOLDO,M
FAUSTO MARIO,M
BRUNO SANTO,M
CLARA RITA,F
MOSE',M
NATALINA,F
MARIA CARLOTTA,F
GIUSEPPE IVO,M
ROMANINO,M
GIGLIO,M
DARIO ROBERTO,M
ETHEL,F
PAOLA LOREDANA,F
ELIA PIO EUGENIO,M
SEVERINO FAUSTO,M
ELISEO BORTOLO,M
GIACOMO NATALE,M
GIUSEPPE FORTUNATO,M
ALBERTO AUGUSTO,M
MARCELLO ITALO,M
VANESSA,F
GIACOMO ADAMO,M
MARTINO NATALE,M
ANDREA VALENTINO,M
SANTO BATTISTA,M
GIORDANA,F
OMAR PAOLO,M
ALDOVINO,M
GIACOMO MASSIMO,M
CARMELO UGO,M
ELENA TIZIANA,F
ANNA,M
OMERO,M
PANCRAZIO,M
BERALDINO,M
PIERDONATO,M
DPMENICO,M
VITO ORONZO,M
FUCINO,M
ANTONIO MASSIMILIANO,M
DANIELE AGOSTINO,M
M. FRANCESCA,F
LUCIA MARIA,F
M. TERESA,M
FRANCESCO DI PAOLA,M
BERNADETTE,F
LUCA ORONZO,M
DONATA MARIA,F
ORONZO PAOLO,M
NICOLA MICHELE CARLO,M
CARMINE SALVATORE,M
COSIMINO,M
MARIA LILIANA,F
DONATO DETTO TITINO,M
POMPEA IN LISI,F
ANTONIO MICHELE,M
VITO GIANPAOLO,M
GRAPPO,M
GIACOBBE,M
CROCEFISSO,M
MARIA MIRELLA,F
GIUSEPPE SANTO,M
OTELLO MARCELLO,M
POMPEO SALVATORE,M
MAURIZIO CESARE,M
ANTONIO ROCCO,M
FABIO FRANCESCO,M
CENZO,M
GIANFRANCO RAFFAELE,M
CESARE SEBASTIANO,M
ROMOLO PIER LUIGI,M
IGNAZIO COSTANTE,M
FRANCA GRAZIA,F
PAOLETTO,M
ORNELLA MARIA TERESA,F
ALESSANDR,F
ERCOLANO,M
ANGELO LUCA,M
SIMONE PAOLO,M
TONIO,M
BATTISTA NELLO,M
PRISCILLA,F
PIETRO TONIO,M
MARIA ISAURA,F
ALBERTO IGNAZIO,M
MARIA BONARIA,F
VITALIA,F
GAVINO AGOSTINO,M
MARCO SALVATORE,M
ROSALINA,F
MARCO RINO,M
VERONIQUE,F
APOLLINARE,M
MAURI ELIA,M
ELIO SERGIO,M
MAURO ELIA,M
MASSIMINA,F
MARIAPINA,F
MARIA EFISIA,F
ROBERTINO,M
CARLO RAFFAELE,M
PIERO SANDRO,M
MARIA CARMEN,F
MIRANDO,M
ANTONIO GESUINO,M
OTTAVIANO AUGUSTO,M
UGO CLAUDIO,M
ALFREDO GIOVANNI,M
ELESABETTA,F
FAUSTO ENRICO,M
IGNAZIO FERDINANDO,M
GIUSEPPE ARMANDO,M
GIOVANNI VALENTINO,M
GIAMPALMERIO,M
WALTER ORAZIO,M
GIOVANNI ANTONIO NIC,M
ONORIO MAURIZIO,M
ANTONIO GIOVANNI NIC,M
GESUINO,M
ELVIRO,M
MARIANO IGNAZIO,M
FRANCO SERGIO,M
NAZZARIO,M
TULIO,M
ANG. GELSOMINA,F
DECIMO,M
ONOFRIO OTTAVIO,M
ABRAHAMO,M
GIOVANNI MARIA GIUS,M
ETTORE LUIGI,M
ESIODO,M
ACHILLE FILIBERTO,M
MARIA BARBARA,F
SEBASTIANO MAURO,M
CARLO ANTONIO AMAL.,M
PETRONILLA,F
CARLO GABRIELE,M
JOSTO,M
DIOMIRA,F
MARIA DANIELA,F
DELIO,M
ALESSANDRA,M
ANTONIO MASSIMO,M
ANTONIO FERNANDO,M
CRISTOFORO LUCIANO,M
MARYVONNE,F
BALDOVINO,M
MARIA GIUSEPPA,F
CARMINE GISELLA EST.,F
SALVATORINA,F
PABLITO PIETRO,M
PIERO GIORGIO,M
IGNAZIO CESARE,M
GIANNI MASSIMO,M
GIOVAN CRISOSTOMO,M
COSIMO GAETANO,M
LORETO,M
PAOLO DAVIDE,M
DAVIDE JAN,M
ALFONSINA M.,F
ALDO MARIA CATENO,M
GAETANO DOMENICO,M
FIORELLA LUIGIA,F
MASSIMILIANO GAETANO,M
ELENA CARMELA,F
RAIMONDO LUIGI BRUNO,M
TULLIO CALOGERO,M
SERGIO MARIA,M
GIANCARLO MARIA VITT,M
GIANLUCA ANTONELLO,M
ALFONSO MARIA SALVAT,M
BENEDETTO SESTO,M
GABRIELLA MARIA,F
ALFREDO GIUSEPPE,M
SILVANO FILIPPO,M
MICHELE SERGIO,M
CALOGERO GIOACCHINO,M
GIUSEPPE M.,M
MADDALENA M.,F
CROCIFISSO,M
NATALE GIUSEPPE,M
FRANCESCO SALVATORE,M
MASSIMO EMANUELE,M
GIUSEPPE CONCETTO,M
GIOVANNA GIIIIUSEPPA,F
GASPARE ANTONIO,M
BIAGINO,M
SALVATORE LUCIO,M
CARMELO MARIA,M
ALFONSO LUCIANO,M
GIUSEPPE PIO,M
CLAUDIO SALVATORE,M
PAOLINO MARIA,M
SALVUCCIO PIERO,M
SALVATRICE,F
PIERTOMMASO,M
CALOGERA PIA,F
FABIO GIUSEPPE LUIGI,M
GIOACCHINO GIUSEPPE,M
CALCEDONIO,M
RAIMONDO GIUSEPPE,M
FABIO RICCARDO,M
CLAUDIO ENZO,M
GIUSEPPE ASCANIO,M
ROBERTO MAURIZIO,M
ADRIANO LORENZO,M
PIO CALCEDONIO,M
SALVATORE MARIA,M
MARIA SALVATRICE,F
ANTONIO SALVATORE,M
LUCIA CATERINA,F
GIUSEPPE ROSARIO,M
CROCE,M
DAVIDE AMEDEO,M
VINCENZA KATIA,F
PAOLINO GIUSEPPE,M
SALVATORE ONOFRIO,M
ANTONINO GIUSEPPE,M
ONOFRIO CARMELO,M
ROSOLINO,M
CROCETTA,F
ORESTINO F.,M
FABIO GIUSTINO,M
MICHELE G,M
MARIO LIBERATO,M
MARIO BASILIO,M
MATTEO GIUSEPPE,M
MICHELE PAOLO,M
MARIO CARMELO,M
GIUSEPPE\, DAVIDE,M
BIAGIO MAURIZIO,M
SABINO LUCIO,M
TOMMASINO,M
FILIPPO MARIA,M
GUIDO ANTONIO,M
MASSIMILIANO FRANCO,M
DOMENICANGELO,M
MARIACARMELA,F
ANITA IN D'UVA,F
NICOLA EUGENIO,M
NATALINO DANIELE,M
DOMENICO ENZO,M
ANTONIO P.A.,M
NUNZIANTONIO,M
PIETRO DONATO,M
EGISTO MICHELE,M
FELICE EMANUELE,M
ELEUTERIO,M
MARIA ANTONIETTA,M
NICOLA LORENZO,M
CONSIGLIA,F
RUBENS,M
LUSTRINO SANTINO,M
ASCENZO DOMENICO,M
GINO DONNINO,M
NICOLA DONATO,M
FELICE PASQUALE,M
YLENIA,F
GIULIO LUCIANO,M
FRANCESCO C.,M
FELICE PACE,M
DOMENICO A.,M
ANTONIO MATTEO,M
GIUSEPPE MICHELE,M
ROCCO GIUSEPPE,M
DANIELE PAOLO,M
MARIA STELLA,F
GIUSEPPINA,M
PASQUALE ANTONIO,M
MICHELE SALVATORE,M
FERNANDO NICOLA,M
ANTONIO GASPARE,M
DANILO DONATO,M
CLORIDANO,M
BATTISTA MARTINO,M
MARIO ALBINO,M
ANTONIO PASQUALE,M
PAOLA MARILENA,F
ENNIO NICOLA,M
ROCCO GUIDO,M
FRANCO\,ENZO,M
PAOLO\,FRANCO,M
AURELIANO NICOLA,M
BIONDO,M
MICHELE CARMELO,M
NICOLINO UGO,M
GIRARDO G.,M
MATTEO COSTANTINO,M
VINCENZO G.,M
GIANCARLO ANTONIO,M
MATEO,M
ERICO,M
DANTE MICHELE,M
GIUSEPPE ROSSO,M
DONATO PARIDE,M
PADOVO,M
ANDREA MICHELE,M
LIDIO LEONARDO,M
ORLANDO GIUSEPPE,M
PIACENTINO,M
GIANNANTONIO,M
FRANCESCA BAMBINA,F
ADELE,M
MARIA LINA,F
NICOLA CIRO,M
LIVIA IN PETRUCCI,M
GUIDO DOMENICO MICHE,M
NINO DINO,M
AGNESE,M
GREGORIO STEFANO,M
ROMANO ANTONIO,M
MICHELE MATTEO,M
ANGELA ANTONIA,F
ENRICO LUCIO,M
MARIANTONIETTA,F
GIUSEPPE LEONARDO,M
ANNUNZIATA ASSUNTA,F
ROSILDE,F
PARDO ANTONIO,M
GIUSEPPE NICOLA,M
ERVIN,M
BIASE,M
ROSIDA,F
PIETRANTONIO,M
KHALID,M
NADA,F
NICOLA EMILIO,M
MICHELINO ENZO,M
GIUSEPPE NEMORINO L,M
ASSUNTA MARIA,F
CARMINE,F
ANTONIO VIRGINIO,M
ALFIDEO,M
GINO EGIDIO,M
ARMANDINO,M
MARIAROSARIA,F
DIODATO A,F
FELICE RAFFAELE,M
MICHELE NICOLA,M
PASQUALINO LUCIO,M
LEONARDO NICOLA,M
ANTONIO BRUNO,M
NICOLANTONIO,M
GIAN CARLO ARNALDO,M
MARISA ANTONIETTA,F
GIOVAMBATTISTA,M
MARCO UGO,M
MARIA LUIGIA,F
MADDALENA ELEONORA,F
LUCANTONIO,M
EMILIO LUIGI,M
IMMACOLATA,F
ALBERTO MASSIMO,M
CASTO,M
GIOVANNA GABRIELLA,F
ULDERICO PIETRO,M
CLAUDIO ALFONSO,M
RAFFAELE SALVATORE,M
GENNARO GIOVANNI,M
ARGENE,M
ELPIDIO,M
BRUNO ROMEO,M
RENATO FRANCO,M
CARMINE DOMENICO,M
UMEBRTO,M
RAFFAELINA,F
AGOSTINO ANTONIO,M
SCIPIONE,M
ANTONIO ALFONSO,M
EZIO GIOVANNI,M
LUIGI UMBERTO,M
MOSVALDO LUIGI,M
RITA EMILIA,F
CUONO,M
CESARIO,M
SPERANZA,F
CRISTOFARO,M
GENNARINO,M
EMILIO PASQUALE,M
BRUNO CARMINE,M
ROMINA MARIA,F
BONIFACIO ANTONIO,M
CARMELA FILOMENA,F
SABATINO ANTONIO,M
FILOMENO LIBERATO,M
STELIO PAOLO,M
PIETRO ANDREA,M
CLEMENTE NICOLA,M
CARLO AUGUSTO,M
MANILIO,M
ANTONIO EMILIO,M
STEFANO ANTONIO,M
CARLO EUGENIO,M
ENZO ANTONIO,M
UGO ALFREDO,M
LUIGI AURELIO ENNIO,M
ANTONETTA,F
ALFONSO FERNANDO,M
RAFFAELE ANTONIO,M
EDOVINO,M
REGINA ASSUNTA,F
LUDOVICO TOMMASO,M
BARTOLOMEO ALFREDO E,M
ANNA FILOMENA,F
CARMINE ELIO,M
DOMENICO PASQUALE,M
EDOARDO ERMANNO,M
LUCIA MARIA CAMILLA,F
GILORMO,M
NICANDRO,M
MARIO ANDREA,M
CARLO ANTONIO,M
GIUSEPPE GERARDO,M
ONATO,M
BIAGIO MARIA,M
MARCIANO,M
VITALIANO,M
FRANCO IDIO,M
MARIANO FAUSTO,M
MARLISE,F
LIVIO ALDO,M
AUGUSTO BIAGIO,M
TAMMARO,M
CARLO SALVATORE,M
ANTONIO ERMENEGILDO,M
IPPAZIO,M
ROSARIO MARIANO,M
PANTALEO GIUSEPPE,M
BRIZIO,M
POMPILIO MASSIMO,M
POMPILIA FLAVIANA,F
POMPILIO VINCENZO,M
ADRIANA BENEDETTA,F
ANNA CLAUDIA,F
MARIANNINA,F
GIANTOMMASO,M
AIDA,F
COSIMO ROCCO,M
REMIGIO MICHELE,M
GIAMPIERO PAOLO,M
FERNANDO GIOVANNI,M
ATTILIO GIOVANNI ANT,M
LEDA MARIA,F
CLAUDIO TOMMASO,M
ROCCO SERGIO,M
ERMINIO GIOVANNI,M
UMBERTO PANTALEO,M
ANGELO FAUSTO,M
MARIA ARCONA,F
GEMISTO,M
SALVATORE ROCCO,M
GIUSEPPE SEBASTIANO,M
ANNA COSIMA,F
MAURO GIUSEPPE,M
COSIMA LUCIA,F
GIANNI LUCA,M
SANDRINA,F
LEONARDO MASSIMO,M
ANTONIA CONCETTA,F
COSIMO FILADELFIO,M
RICCARDO ANTONIO,M
GIORGINA,F
ANNA GRAZIA,F
GIOVANNI AGOSTINO,M
MARIA CRESCENZA,F
FERNANDO ANTONIO,M
ORAZIO LUIGI,M
UGO CRISTOFORO,M
COSIMO SERGIO,M
PRIMALDO,M
ABBONDANZA,F
MONICA LAURA,F
DONATO ROCCO,M
PASQUALE ANGELO,M
ANGELO VITO,M
TONINA,M
SALVATORE CRISTIAN,M
DAMIANO VITO COSIMO,M
COSIMO SALVATORE,M
SANTO ANTONIO,M
MARIA SABRINA,F
PAOLA CATERINA,F
BRUNO RAIMONDO,M
LUIGI ROMOLO,M
GIUSEPPE PANTALEO,M
ANNA PANTALEA,F
GIORGIO ANTONIO,M
GIORGIO SALVATORE,M
COSIMO CARMELO,M
LUIGI ROBERTO,M
NICETA,M
EZIO ANTONIO,M
DAMIANO MARIA,M
WALTER ALMIRO,M
CESARIO ANTONIO,M
ETTORE SALVATORE,M
FREDY,M
CARLO LORENZO,M
ANTONIO SANTO,M
FRANCO SALVATORE,M
FABIO ANGELO MARIA,M
TIZIANO DONATO,M
ALESSANDRO GIUSEPPE,M
FIORAMANTE,M
MIRIA,F
ALVARO RAFFAELE,M
NICOLA GIOVANNI,M
MASSIMO TOMMASO,M
BIBIANA,F
ANTONIO BENEDETTO,M
MAURIZIO LUIGI,M
MICHELE PIETRO,M
LORELLA,M
LUIGI CARMINE,M
ROBY,M
COSIMO MICHELE,M
PANTALEO LUIGI,M
LUIGI PANTALEO,M
FRANCESCO MASSIMO,M
DEODATO GIOVANNI,M
DANILO DOMENICO,M
FRANCESCO MARIO,M
ADDOLORATA,F
ANGELO NICOLA,M
GRAZIO SERGIO,M
SILVIO MARIA,M
QUINTINO GIACOMO,M
LUIGI NICOLA,M
FRANCO FERNANDO,M
PASQUALE LUIGI,M
GAETANO GIUSEPPE ANT,M
ANTONIO DAMIANO,M
ANGELO DONATO,M
ANTONIO PAOLO COSIMO,M
GIOVANNI PASQUALE,M
ANTONIO LORENZO,M
ANTONIO ARMANDO,M
CESARE ANTONIO,M
FERNANDO GIUSEPPE,M
GIOVANNI COSIMO,M
COSIMO MARCO,M
CARLA GIUSEPPA,F
ROCCO MARCO,M
LORIS DAVIDE,M
VITO MASSIMO,M
GIUSEPPE VITO,M
FERNANDO LUIGI,M
PIETRO ORONZO,M
LEONARDO BIAGIO,M
ANICETO POMPEO,M
FLORINDO ANTONIO,M
ADDOLORATA FILOMENA,F
PASQUALE CLAUDIO,M
LUIGI CESARIO,M
RAFFAELE SAVERIO,M
FABRIZIO ROCCO,M
LUIGI SAVERIO,M
SALVATORE REALINO,M
PIETRO COSIMO,M
DEBORA ANTONELLA,F
GIGLIO GIORGIO,M
SALVATORE FERNANDO,M
GRAZIA ANNA IMMACOLA,F
FIORAVANTI,M
EUPREMIO,M
MASSIMILIANO PASQUAL,M
IPPAZIO ANTONIO,M
IRENE GIUSEPPINA,F
UMBERTO MARIA,M
LETIZIA ROSA,F
PASQUALE RODOLFO,M
TONIA,F
LORELLO,M
MARIS,F
MASCIA,F
MARTINE,F
ENRICO NICCOLO',M
LAURO,M
ORETTA,F
IRIO,M
VELEDA,F
LORICA MONICA,F
LIA,F
MARIA CLOTILDE,F
MARCELLO MARINO,M
EDI BELINDA,F
TORRINO,M
MAIDA,F
JARI,M
BEATRICE ANNA MARIA,F
NOVARO,M
DANIELO,M
CATALINA,F
MARIAGRAZIELLA,F
EVALDO,M
DONATELLO,M
DUNIA,F
GIOVANNI ANNIBALE,M
FABIO MASSIMO,M
EROS MARIA,F
GIANNI ENRICO,M
PALMIRO SANDRO,M
MARIA PATRIZIA,F
MICHELANGELO JAN,M
DORA,F
ERMINDO,M
JAMES JOCHEN,M
LUCIANO FERDINANDO,M
SELSO,M
AMERINO,M
LORI,M
NOVELLA,F
PIER ROMANO,M
NERI,M
FRANCA DINA,F
GIUSEPPE CESARE,M
MARIA CANDIDA,F
OSVLADO,M
ESPERIA,F
GIANFILIPPO,M
GIORGIO JUNIOR,M
BENSO,M
GIONATA,M
TONIMO,M
LUIGI NAZZARENO,M
GIAN-LUCA,M
MAURO ANGELO,M
FELIZIANO,M
VENANZO,M
GIANFABIO,M
MANILA,F
PIERFRACESCO,M
ALFERIO,M
RENHARD,M
ULIANO,M
SPORT MASSIMILIANO,M
MARCOS,M
ESILDO,M
ANSOVINO,M
REANO,M
MARIA TIZIANA,F
PIER MARINO,M
DANIELA,M
ENZIO,M
PIERA DEBORA,F
VITA,M
MICHEL DANTE,M
PIER LORENZO,M
TONIETTO,M
GASTONE BENITO,M
PIA FRANCESCA,F
MARONE,M
JANNETTE,F
ARIANO,M
DARIS,M
CADIA,F
TITO-LIVIO,M
NICCOLA,M
LORENA,M
LOLITA,F
GIANDIEGO,M
MASSIMO MARCO,M
LOREDAMA,F
OLJMPIO,M
ALCESTE,M
IVERIA,F
CANIO,M
LISETTA,F
MARIAELENA,F
ILDEBRANDO,M
IRVANO,M
IVANO ILARIO,M
MATTEO CESARE LAMPO,M
REMO CELLERINO,M
MARIA REGINA,F
CLEOPATRA,F
ENRICA PAOLA,F
UMBERTA MARIA,F
RENZA,F
BINDO,M
EDVIGE,F
GUIDO RICCARDO,M
GENNI,F
EMI,F
GIOVANNI,F
MARCO SEVERO,M
RINO FAUSTO,M
VEGLIA,F
CINZIA BEATRICE,F
ESTEVAN,M
NILA,F
GUENDALINA,F
FRANCESCA,M
